CustomerID,Recency,Frequency,Monetary
17856.0,2,4,1418.03
15049.0,274,1,121.17000000000002
14009.0,198,2,695.61
14098.0,37,1,147.35
17554.0,1,5,1952.45
17942.0,8,1,77.50000000000001
14819.0,64,2,272.07
17597.0,214,1,2044.3700000000001
18169.0,61,1,202.65
17857.0,4,23,26879.04
18145.0,13,4,2861.55
18125.0,30,4,1142.99
16333.0,8,22,26626.8
15060.0,8,4,303.09
13209.0,30,8,5891.61
15275.0,38,1,615.14
14377.0,191,2,617.05
17796.0,40,4,697.9
15572.0,5,7,2552.86
15733.0,283,1,162.3
16140.0,66,2,725.18
14418.0,4,3,1937.25
15865.0,41,3,895.13
15140.0,52,7,2354.25
13345.0,288,1,389.5
16928.0,80,17,2847.6
13863.0,248,1,305.78
12921.0,9,37,16587.09
15661.0,317,2,309.8
16081.0,56,5,2806.9
17019.0,11,4,1272.61
15120.0,134,1,358.82
15502.0,16,12,10384.93
13623.0,31,5,747.78
16078.0,284,1,79.2
13782.0,13,6,912.0
15636.0,90,2,724.76
14962.0,271,1,126.7
16350.0,21,4,1116.47
12885.0,63,3,1175.22
14642.0,59,1,96.12
14553.0,19,5,859.27
15521.0,40,8,3000.2
12795.0,19,1,430.48
13727.0,29,2,333.48
15096.0,43,1,219.39000000000001
15281.0,59,9,2332.15
17914.0,4,1,336.43
17899.0,159,1,155.8
14073.0,32,1,151.04
15399.0,1,3,815.77
16243.0,34,2,409.1
18035.0,36,3,730.4
12893.0,31,1,188.14
15437.0,262,1,200.16
14390.0,10,9,4652.82
16326.0,6,14,3110.96
13044.0,291,1,560.47
13448.0,17,6,3539.37
15766.0,64,1,315.06
16115.0,10,8,1667.97
16098.0,88,7,2005.63
17711.0,11,2,385.1
13213.0,57,5,1520.58
13900.0,183,3,740.95
14748.0,29,5,1415.75
13146.0,26,1,228.91
16038.0,8,3,471.78000000000003
13675.0,151,2,486.82000000000005
16377.0,267,1,676.2
14175.0,60,3,3222.3
14804.0,9,1,353.27
13853.0,57,1,1090.14
14515.0,18,6,2102.09
15108.0,142,4,1300.25
13382.0,281,1,222.99
17781.0,159,2,188.02
14440.0,8,5,2357.6800000000003
12488.0,10,3,1298.66
16782.0,10,13,2279.9
12775.0,17,5,1386.04
15068.0,46,2,553.36
12684.0,8,7,2283.63
14111.0,14,4,692.85
16206.0,55,4,537.0600000000001
13246.0,18,6,1987.3
15932.0,4,8,2495.87
14109.0,73,1,144.2
13731.0,219,2,610.59
15522.0,33,2,398.84
18188.0,15,3,2001.04
14987.0,16,2,326.4
16041.0,31,3,3166.4
12610.0,23,5,2099.54
14722.0,147,1,187.92000000000002
14664.0,20,2,637.89
17107.0,33,6,10815.43
17447.0,40,2,541.53
12888.0,214,2,354.12
16266.0,74,7,861.89
14107.0,52,7,2703.23
14231.0,184,3,925.71
12873.0,282,1,374.0
16260.0,51,1,1035.45
14233.0,49,4,1462.72
17584.0,7,2,1242.3
17806.0,11,1,546.04
12452.0,17,2,430.57
17095.0,23,3,1324.16
12587.0,8,1,144.0
16996.0,30,6,1456.96
16385.0,60,3,555.89
15473.0,14,7,1771.2
15448.0,313,1,494.64
18170.0,33,3,980.31
14388.0,10,8,3212.84
14727.0,274,1,268.58
16394.0,57,5,1555.34
13238.0,17,4,700.73
13066.0,24,2,470.8
15198.0,92,2,193.64
16560.0,27,2,841.41
13886.0,71,1,243.56
17511.0,3,31,91062.38
15882.0,199,4,516.36
16066.0,17,5,1521.87
12352.0,36,8,2506.04
13151.0,296,1,1257.8700000000001
17936.0,5,1,389.84
15692.0,28,1,191.04
12984.0,19,1,97.5
15436.0,12,3,1122.53
15135.0,239,1,139.05
12658.0,19,1,686.05
12686.0,372,1,89.14
17593.0,4,5,3927.34
16679.0,366,1,129.75
13212.0,20,3,788.08
14053.0,124,2,260.25
15500.0,8,4,1131.56
14226.0,29,5,2232.19
17555.0,20,2,483.26
14359.0,19,3,912.18
17251.0,363,1,283.28000000000003
14585.0,50,1,157.05
14259.0,142,1,120.0
15738.0,19,16,4812.42
13658.0,10,5,2639.17
13116.0,138,1,501.14
16529.0,190,1,455.25
14264.0,155,2,333.97
17572.0,71,4,226.75000000000003
15589.0,256,3,478.53000000000003
16026.0,43,1,236.09
13426.0,1,10,3641.32
16519.0,25,2,215.07999999999998
14741.0,12,6,1400.34
14536.0,260,1,171.8
17111.0,47,1,248.61
15811.0,22,6,2218.62
12672.0,330,1,225.89999999999998
17676.0,4,6,1387.68
15031.0,4,4,668.14
14002.0,134,2,529.73
16728.0,46,4,1054.67
18272.0,3,6,3078.58
17197.0,30,1,1013.01
18142.0,157,2,1019.52
16739.0,177,1,323.0
16316.0,64,8,2938.91
16758.0,65,1,369.34000000000003
17869.0,107,5,428.18
15396.0,113,1,288.18
14529.0,60,3,620.04
13617.0,40,3,544.18
14530.0,26,6,2925.91
15382.0,15,6,5955.71
18161.0,15,5,1618.69
17921.0,64,4,826.52
16271.0,3,5,1429.24
16569.0,3,1,124.2
13804.0,31,7,2635.79
15297.0,10,3,641.94
12901.0,9,28,17654.54
17730.0,3,13,5298.4800000000005
16112.0,143,4,195.73999999999998
12989.0,3,15,6924.110000000001
17370.0,73,4,446.18
14023.0,7,2,584.07
16483.0,192,1,139.35
16248.0,62,1,152.94
17219.0,32,1,114.23
15732.0,212,2,294.12
13669.0,51,2,218.55
14880.0,77,3,706.19
16655.0,18,6,3794.52
14164.0,71,2,1631.77
14087.0,3,1,194.42
14548.0,151,2,652.8
16711.0,3,5,1651.03
18211.0,26,5,600.07
13799.0,117,2,688.86
15088.0,21,2,1160.07
13602.0,65,1,428.89
13217.0,122,3,533.98
17433.0,88,1,303.15999999999997
14555.0,57,2,324.14
14641.0,22,1,110.46
13972.0,71,2,190.25
13223.0,200,2,163.20000000000002
13107.0,44,4,1531.6200000000001
17894.0,72,8,1119.81
18160.0,57,2,638.0600000000001
16503.0,107,4,1431.93
17147.0,23,4,1714.59
12408.0,33,5,2888.55
17630.0,170,2,503.59999999999997
15045.0,152,2,735.66
14729.0,374,1,313.49
12360.0,52,3,2662.06
17705.0,3,9,1823.52
12447.0,243,1,476.49
12611.0,52,1,1193.32
17153.0,24,1,213.78
16963.0,187,1,110.55000000000001
13710.0,32,1,180.48
13065.0,373,1,205.86
18210.0,2,6,2621.38
14165.0,276,1,122.53999999999999
15607.0,337,1,104.76
17049.0,3,9,5659.9800000000005
17562.0,14,7,1122.38
14769.0,3,8,10674.75
15432.0,23,1,171.19
13711.0,219,2,252.06
16203.0,59,4,592.9
12676.0,25,6,1331.39
12438.0,14,2,2906.85
16834.0,228,1,413.46
17652.0,25,12,4867.72
14714.0,24,1,160.19
15113.0,10,3,3609.33
13147.0,10,4,712.8000000000001
15746.0,134,1,196.88
12990.0,31,3,409.5
18252.0,51,2,526.67
12601.0,190,5,577.0600000000001
16400.0,95,1,303.93
15316.0,327,1,165.0
13030.0,11,2,799.48
14836.0,10,3,102.44999999999999
15175.0,72,1,224.14
17030.0,64,1,146.87
17340.0,30,11,12353.29
12758.0,117,2,2791.59
17844.0,107,1,51.559999999999995
16990.0,219,1,179.0
13499.0,18,5,1159.11
13347.0,70,1,341.36
13730.0,136,2,752.6
14976.0,57,7,790.86
12616.0,95,2,713.3
17118.0,318,1,157.02
16676.0,34,4,1592.1200000000001
16594.0,75,1,181.09
14703.0,15,1,318.17
17052.0,28,1,413.75
18196.0,95,2,689.13
15641.0,105,4,1887.2
17201.0,54,1,342.63
12362.0,3,10,5226.23
17686.0,7,7,5739.46
18064.0,133,2,814.0
14261.0,51,2,1163.45
17884.0,4,4,717.45
18229.0,12,20,7276.900000000001
14237.0,373,1,161.0
13774.0,82,1,345.0
13055.0,78,3,1214.41
15734.0,115,2,1339.45
13955.0,154,2,322.96
18092.0,2,11,9068.26
14214.0,31,5,1004.38
14483.0,282,1,137.1
15227.0,37,5,1219.4
17757.0,1,30,5605.29
15050.0,25,3,1782.09
14212.0,90,1,1070.48
14762.0,264,1,300.52
14619.0,246,1,394.44
14847.0,149,1,309.4
12356.0,23,3,2811.43
13751.0,288,1,296.25
17046.0,157,1,642.02
14738.0,43,7,1314.45
14488.0,68,1,1064.28
18228.0,57,2,779.9
13568.0,173,1,192.85
17325.0,280,1,96.8
12577.0,35,3,657.8
14711.0,10,11,2868.8
13017.0,7,1,204.0
13491.0,52,10,1215.82
12500.0,23,11,4257.82
17795.0,180,2,350.39
15076.0,173,1,880.85
17837.0,42,8,1593.38
15791.0,44,2,1612.69
17179.0,178,3,711.79
17408.0,163,1,32.65
13815.0,22,4,4027.36
16458.0,3,18,3482.7400000000002
14277.0,15,3,4216.2
15707.0,35,4,945.58
17146.0,106,3,749.78
15106.0,18,5,1422.52
14081.0,302,2,934.52
15547.0,7,14,4954.84
13161.0,313,1,112.75
14676.0,31,6,2548.2400000000002
14395.0,2,9,3507.71
16793.0,57,1,243.84
14870.0,262,1,327.25
13636.0,37,5,949.12
16771.0,33,5,2246.81
15967.0,23,2,418.83
17262.0,52,5,1253.3600000000001
17148.0,52,1,124.88
14570.0,281,2,218.06
16607.0,18,14,3347.71
17704.0,169,2,885.19
16019.0,47,9,3786.2400000000002
15462.0,94,3,234.6
15411.0,26,4,1358.88
15703.0,265,1,211.5
17083.0,109,3,1405.78
12654.0,11,5,601.98
14702.0,1,17,3292.14
17736.0,9,3,377.44
12621.0,2,20,13689.67
14037.0,176,2,147.20000000000002
13012.0,9,8,1661.8400000000001
17609.0,41,5,1112.22
12471.0,2,30,19824.05
15322.0,86,1,679.68
14505.0,17,8,5905.64
13420.0,150,2,159.85
16010.0,246,3,407.5
13606.0,29,3,280.53999999999996
17954.0,5,12,2332.72
12842.0,70,2,1118.99
14221.0,42,9,3432.8
17548.0,234,1,103.3
16558.0,1,20,8338.49
12622.0,232,1,180.1
15193.0,61,1,499.32
13294.0,190,2,873.74
14861.0,52,1,125.79
12358.0,2,2,1168.06
17752.0,359,1,80.64
16037.0,270,3,855.02
17115.0,8,3,837.5
14501.0,184,2,251.21
15123.0,7,2,2199.31
13803.0,255,1,277.07
12602.0,59,1,153.12
16667.0,68,2,570.13
14198.0,18,4,701.4
12510.0,143,2,982.5699999999999
17006.0,5,4,781.78
14638.0,51,1,443.6
13452.0,259,2,590.0
13366.0,50,1,56.160000000000004
17044.0,25,1,948.48
13591.0,65,3,1117.13
13551.0,319,1,91.80000000000001
14176.0,297,4,576.9000000000001
16305.0,139,1,361.21999999999997
13744.0,95,2,1156.36
17256.0,107,2,240.0
16124.0,317,1,249.0
15544.0,9,9,3546.71
17038.0,30,1,112.4
13634.0,33,5,1575.16
16425.0,302,1,302.7
13607.0,40,1,678.01
15163.0,18,2,304.47
12864.0,138,1,147.12
16384.0,90,2,584.5
16781.0,372,1,311.25
18230.0,9,7,2810.2000000000003
14561.0,76,3,1080.76
18077.0,8,11,2633.0099999999998
16402.0,265,2,299.6
14673.0,3,5,1736.4
17677.0,2,30,16363.23
12884.0,88,1,309.05
14883.0,19,6,761.59
13684.0,286,1,67.23
16833.0,1,4,1106.53
17386.0,8,6,2686.42
13631.0,100,11,3070.42
13918.0,50,2,1212.8400000000001
14156.0,10,55,117379.63
15078.0,7,32,9743.11
14054.0,65,1,92.46
17361.0,49,3,488.2
17579.0,5,3,448.90000000000003
14155.0,266,1,118.75
12710.0,97,3,1149.02
15388.0,270,1,140.54
12685.0,28,6,2863.08
14684.0,26,5,1236.28
15802.0,143,1,451.42
16143.0,3,6,2424.94
12718.0,71,1,238.25
13016.0,73,3,789.89
13655.0,114,2,932.97
13126.0,5,8,2099.64
15494.0,21,2,1299.23
13187.0,337,1,236.02
13572.0,206,1,1384.25
12909.0,40,5,2178.67
12581.0,40,1,197.71
16247.0,170,1,114.56
14973.0,107,3,1314.45
13599.0,1,21,5153.67
14393.0,218,1,67.95
14334.0,17,8,2552.21
14841.0,53,6,3295.76
14227.0,26,10,3350.96
14024.0,122,2,327.7
17961.0,21,39,1296.44
17391.0,164,2,508.8
17860.0,369,1,252.8
17887.0,129,1,111.35
15442.0,249,1,594.0
17436.0,2,2,216.29999999999998
13464.0,58,1,674.68
14670.0,280,2,411.53
15063.0,213,1,370.79999999999995
14044.0,27,4,652.82
12538.0,29,1,363.95
15208.0,1,5,870.12
17701.0,253,1,417.95
12388.0,16,6,2780.66
16302.0,127,1,233.22
15127.0,66,1,406.53
14725.0,25,1,718.08
14304.0,223,1,383.45
17947.0,37,1,176.68
13911.0,57,9,2580.91
14352.0,157,4,1078.96
16040.0,65,3,1313.55
12847.0,22,1,871.54
12743.0,134,2,546.43
15152.0,10,13,4745.69
15463.0,29,1,126.14
17603.0,78,1,394.72
12697.0,29,3,957.59
17212.0,253,1,226.85
15935.0,239,2,416.86
15507.0,172,1,492.36
13502.0,17,3,292.0
18072.0,186,1,247.44
14145.0,47,4,3742.2
17671.0,16,4,1572.71
16379.0,4,4,2157.4
17356.0,312,1,178.22
13227.0,202,1,257.7
17076.0,36,3,841.0799999999999
13046.0,31,2,629.31
15394.0,10,4,2183.54
16914.0,36,1,208.46
16276.0,177,1,810.6000000000001
15523.0,84,1,412.01000000000005
12831.0,262,1,215.05
13018.0,16,28,7277.7
17358.0,303,2,365.85
15128.0,60,4,1471.0
18185.0,249,1,304.25
17162.0,29,10,1715.46
14506.0,17,5,2012.17
15121.0,50,2,457.72
14920.0,213,2,977.77
18174.0,7,1,104.0
14632.0,263,1,114.56
13936.0,180,1,376.58
13777.0,1,33,25977.16
18263.0,26,3,1213.1599999999999
13093.0,276,8,7832.47
13952.0,218,2,3251.071
15630.0,45,2,1186.35
17621.0,21,3,1379.9
15100.0,334,3,876.0
17550.0,197,3,267.16
16464.0,20,3,1314.68
13718.0,246,2,306.55
16681.0,73,6,1770.34
17709.0,170,1,137.45
16258.0,45,5,5203.51
15756.0,61,4,532.96
12953.0,10,1,329.85
12977.0,156,1,39.239999999999995
13284.0,331,1,201.19
13800.0,310,1,558.32
16967.0,189,1,319.02
17712.0,45,1,522.91
15265.0,151,2,1506.1200000000001
12483.0,17,8,2484.98
13436.0,2,1,196.89
12378.0,130,1,4008.62
15114.0,30,10,2760.56
15097.0,4,1,248.08
15478.0,40,2,1441.42
16980.0,255,2,1078.96
16495.0,3,3,684.41
13764.0,71,3,1521.76
13004.0,12,18,5655.91
13365.0,34,2,2225.37
18044.0,4,10,2088.6
15608.0,28,4,1093.68
17788.0,74,2,1117.9
13515.0,73,4,891.12
15681.0,25,5,1426.16
13890.0,1,10,1883.8100000000002
12924.0,88,4,933.7
13549.0,26,7,918.2
13973.0,287,1,264.7
16525.0,2,26,13027.45
18101.0,11,2,223.65
17669.0,43,7,3406.7200000000003
15353.0,255,2,777.02
16609.0,15,7,5493.46
12475.0,54,1,723.38
12493.0,166,2,433.74
17700.0,17,4,2534.64
15197.0,11,3,1079.6100000000001
15810.0,79,4,1391.98
14449.0,19,4,907.1
14199.0,218,1,185.39999999999998
13848.0,92,3,1255.0
17949.0,1,45,58510.48
12444.0,21,5,5005.46
14222.0,177,1,683.17
15062.0,71,4,987.86
13379.0,26,3,572.56
13732.0,28,1,491.86
13338.0,158,1,487.02
16985.0,17,10,5464.12
16338.0,157,1,214.79999999999998
17233.0,35,1,190.88
14954.0,12,1,336.17
15125.0,25,15,11528.48
16455.0,64,7,1841.18
15599.0,27,2,761.74
14258.0,9,9,12669.98
17117.0,288,1,116.19999999999999
13130.0,94,1,64.0
15416.0,65,4,3984.32
16359.0,7,9,1750.92
16317.0,120,3,1341.65
13486.0,78,3,1122.41
16411.0,19,2,214.65
15417.0,85,1,508.8
14963.0,10,5,1487.8
16386.0,29,2,317.2
17917.0,45,3,341.28
14873.0,210,1,519.68
12668.0,12,4,3807.15
15334.0,157,3,351.67
13045.0,99,1,305.28000000000003
13153.0,6,1,486.22
14265.0,109,2,530.18
16173.0,16,6,1418.32
15272.0,57,2,721.94
13807.0,367,1,112.6
17519.0,17,6,1844.02
15916.0,16,8,1528.09
15545.0,54,2,292.71999999999997
15247.0,122,1,356.0
16955.0,185,4,518.67
17668.0,1,2,347.75
16027.0,92,6,934.62
14805.0,15,4,554.65
14532.0,236,4,932.85
17974.0,25,3,740.79
14690.0,44,2,371.7
12553.0,8,10,3692.28
15303.0,290,1,574.02
14739.0,4,7,3902.28
12580.0,247,1,415.7
16466.0,34,7,1603.46
13285.0,23,4,2709.12
16099.0,50,3,731.9
15367.0,57,4,1877.59
18259.0,25,3,2338.6000000000004
16447.0,136,1,259.01
12546.0,47,2,1161.5
16281.0,72,1,2062.06
15203.0,26,6,1827.8
13904.0,37,2,332.64
16550.0,109,5,2298.97
18114.0,290,1,220.1
13584.0,307,1,142.4
15099.0,84,1,410.48
17513.0,72,1,513.2
15740.0,49,1,154.88
12822.0,71,2,948.88
16841.0,37,6,1869.82
16361.0,10,4,896.66
17758.0,19,8,3456.7000000000003
12501.0,337,1,2169.39
14915.0,91,2,307.48
15249.0,32,13,6688.46
14911.0,1,201,143825.06
12895.0,42,2,372.8
17672.0,50,2,3178.17
16295.0,10,4,1328.55
18270.0,38,2,283.15
17438.0,254,1,388.45000000000005
12930.0,78,2,415.8
15569.0,104,5,1375.71
16084.0,299,1,436.18
17068.0,12,21,4552.14
14731.0,47,3,380.02
17309.0,95,1,82.75
15757.0,66,2,714.42
15517.0,233,1,267.03
12391.0,22,1,460.89
14201.0,60,7,747.44
16127.0,39,1,656.25
17188.0,11,7,2474.23
13362.0,9,4,3090.7400000000002
12524.0,9,8,4485.72
17453.0,18,2,486.71999999999997
15400.0,92,5,716.2
17994.0,122,4,678.49
14508.0,22,2,276.42
16136.0,60,3,709.38
18135.0,29,5,681.9100000000001
13618.0,174,1,177.34
18016.0,32,5,1483.56
12853.0,135,6,1957.1000000000001
14188.0,31,6,2054.36
15799.0,76,3,884.14
14651.0,67,2,654.6
12569.0,2,32,4124.69
15290.0,5,18,7943.22
15185.0,70,1,310.62
13167.0,19,4,791.33
13135.0,197,1,3096.0
14881.0,20,1,255.4
12446.0,58,1,1002.3100000000001
13310.0,28,3,1132.03
14813.0,370,2,155.43
15812.0,107,5,1801.14
15837.0,65,1,391.98
12371.0,45,2,1887.96
13666.0,60,3,84.65
13008.0,323,1,229.46999999999997
16518.0,61,2,484.32
15434.0,8,5,1041.48
17244.0,53,1,954.9
13592.0,36,4,247.95999999999998
13273.0,113,1,138.98
14150.0,36,2,658.64
12523.0,19,11,1789.77
13888.0,120,2,605.63
15115.0,18,1,340.11
15531.0,8,2,2007.44
15957.0,32,1,428.89
14456.0,5,9,3062.4
13127.0,78,1,259.17
14079.0,125,1,375.1
17521.0,30,3,723.2099999999999
13667.0,149,1,305.02
14760.0,297,1,89.2
16803.0,65,1,332.3
13376.0,99,3,1019.76
14775.0,58,3,1011.9
17997.0,74,8,1970.6699999999998
12490.0,5,10,5417.93
18119.0,368,1,181.12
13131.0,23,3,1073.3
14834.0,18,6,1720.3
16954.0,1,9,2085.08
16096.0,264,1,320.62
16600.0,4,6,813.52
14620.0,206,2,412.78000000000003
13854.0,9,25,8109.5199999999995
12564.0,261,1,456.9
18079.0,45,4,3651.97
17695.0,132,2,765.34
12478.0,4,1,680.99
13198.0,10,6,3401.2400000000002
16999.0,23,2,484.82
13948.0,361,1,102.0
17502.0,9,4,689.1
16036.0,87,2,758.92
17538.0,26,1,98.42
17787.0,153,4,1865.19
15424.0,254,2,383.34
17633.0,31,4,1324.84
16539.0,3,4,1388.81
16007.0,48,4,1701.94
15722.0,36,5,2222.56
17831.0,33,1,35.400000000000006
15374.0,129,1,168.0
13162.0,122,4,1688.29
17501.0,221,2,288.6
13305.0,4,10,2000.86
16747.0,38,2,836.06
18149.0,51,3,612.0799999999999
12947.0,144,6,1603.99
15443.0,2,7,3236.91
18034.0,22,2,422.88
15621.0,4,4,1293.03
16725.0,302,7,781.02
14353.0,215,1,90.6
14966.0,15,1,191.32
15622.0,43,9,3709.56
12722.0,85,4,997.63
17602.0,2,6,5102.97
16765.0,294,1,34.0
15339.0,66,2,574.07
15189.0,1,41,16225.39
12406.0,22,2,3415.3
12709.0,15,15,9736.52
13930.0,58,2,337.34
14778.0,127,2,730.86
14177.0,86,4,559.41
16327.0,14,6,3844.22
14147.0,78,2,483.4
14419.0,11,6,1058.06
17379.0,11,1,404.66
16942.0,13,9,1920.59
13716.0,269,1,138.28
17644.0,1,11,2895.64
13725.0,50,8,1980.56
12484.0,33,6,4541.72
15834.0,70,4,2233.75
13083.0,4,2,303.75
12585.0,234,2,2040.1
14428.0,7,5,1244.83
15889.0,157,2,446.87
15819.0,49,4,1905.45
17470.0,45,5,1125.07
15073.0,10,3,1043.41
15582.0,25,3,682.9100000000001
12665.0,325,1,63.0
14697.0,218,2,188.60999999999999
15000.0,48,1,490.52
14250.0,7,3,1904.05
13748.0,96,5,948.25
17203.0,36,6,3563.85
12691.0,28,6,1035.8
12464.0,10,8,1212.05
17172.0,79,1,317.76
17865.0,31,20,10526.32
14474.0,46,1,547.66
13228.0,81,1,358.0
15901.0,17,3,363.88
14434.0,22,6,1372.8
16884.0,38,2,429.84000000000003
16596.0,16,2,250.15
12920.0,17,1,164.23
13061.0,72,1,248.61
13870.0,2,8,2770.94
13402.0,127,2,621.23
13933.0,109,2,608.7900000000001
14482.0,18,6,2068.15
15454.0,362,1,179.1
15717.0,234,1,150.3
17443.0,220,1,534.24
12845.0,267,4,354.09
17980.0,166,3,811.45
14193.0,68,2,853.39
15103.0,31,2,703.36
14894.0,85,1,655.75
13248.0,125,2,465.68
13419.0,64,1,221.06
16900.0,17,3,887.11
15224.0,358,2,322.08
12461.0,94,2,826.88
14301.0,117,1,640.14
16204.0,23,1,405.71
15510.0,331,1,250.0
17071.0,28,9,2429.03
12938.0,26,1,114.14
12635.0,90,2,1689.18
16179.0,61,1,215.83
15493.0,33,5,2001.8
12660.0,11,1,245.1
15168.0,26,1,106.56
12787.0,10,3,463.66
15513.0,33,19,14758.220000000001
14675.0,16,1,604.75
17312.0,139,3,644.3
12571.0,40,2,519.61
13600.0,312,1,219.52
16729.0,38,21,7239.92
16426.0,2,10,1908.25
16016.0,3,8,1508.76
16484.0,174,2,404.3
17272.0,42,4,2148.63
16121.0,57,2,867.11
15142.0,46,1,498.74
17163.0,22,2,293.1
17779.0,21,3,658.57
17675.0,1,31,20374.28
15410.0,84,8,3450.84
13417.0,5,2,640.83
13328.0,316,1,1308.48
15129.0,50,11,3447.4
13324.0,36,10,7121.95
12833.0,145,1,417.38
13110.0,31,7,1488.67
13647.0,10,4,1678.1200000000001
17489.0,59,2,376.64
17198.0,24,3,692.22
15326.0,334,1,311.71
13868.0,7,2,3192.54
16491.0,47,1,731.5
14083.0,4,9,1018.43
18126.0,61,1,206.82999999999998
15292.0,201,1,180.94
14344.0,127,8,889.9300000000001
13258.0,12,3,698.58
13355.0,122,1,674.7
17406.0,333,3,2200.42
15253.0,16,5,918.1999999999999
15226.0,311,1,154.41
14271.0,226,1,112.32
12405.0,149,1,1710.39
18176.0,358,1,476.35
14947.0,72,2,290.82
13877.0,86,1,117.24
15057.0,275,2,1489.5
16843.0,43,16,10196.57
17786.0,85,2,278.74
16415.0,44,1,210.35
14138.0,2,2,982.3800000000001
17053.0,131,1,498.48
13474.0,236,1,229.59
14036.0,285,1,626.65
17516.0,15,5,768.08
17091.0,3,9,3827.76
12514.0,267,1,1017.68
15022.0,12,4,905.04
15782.0,10,3,2614.7400000000002
15488.0,93,1,91.32000000000001
16648.0,43,1,290.65999999999997
14495.0,51,2,123.8
16412.0,54,1,151.83
16055.0,221,1,134.8
16804.0,23,3,536.99
15215.0,47,3,734.94
18283.0,4,16,2094.88
12682.0,4,31,12288.22
15748.0,40,1,149.31
16462.0,74,3,136.0
17114.0,6,8,808.62
13884.0,7,5,787.6
16469.0,24,4,650.43
16892.0,1,5,525.54
12966.0,10,1,160.18
15358.0,5,22,8347.2
12802.0,187,1,427.58
14961.0,11,9,7044.68
17506.0,76,1,302.2
15124.0,23,2,184.19
14161.0,216,3,1110.52
13226.0,273,1,108.21000000000001
13895.0,28,4,2593.07
18084.0,16,1,90.47999999999999
15025.0,33,1,377.01
15133.0,128,3,982.42
17522.0,2,5,1070.71
18278.0,74,1,173.9
14745.0,113,5,1220.26
17004.0,46,2,1412.94
12628.0,4,3,786.46
16119.0,8,2,423.36
16812.0,361,1,479.35
13569.0,17,2,373.75
16189.0,16,2,215.48
15342.0,130,1,406.09
14784.0,26,2,289.99
14284.0,31,2,595.25
12350.0,310,1,334.4
15313.0,110,1,52.0
14625.0,196,2,899.63
14704.0,11,9,1546.91
16174.0,126,3,1009.5500000000001
17542.0,270,1,170.75
15187.0,2,16,4777.18
13573.0,50,2,294.4
13976.0,207,1,357.98
17031.0,12,2,380.35
18231.0,192,5,2083.27
13207.0,15,2,250.26000000000002
14592.0,35,3,570.46
14616.0,243,3,406.08000000000004
15950.0,32,4,1765.51
16106.0,66,1,108.38
15260.0,100,7,1810.77
17716.0,23,11,5655.99
17928.0,45,2,212.54
13878.0,55,1,1281.53
14323.0,115,2,605.0600000000001
12353.0,204,1,89.0
14698.0,2,5,1250.76
15781.0,25,3,345.46
13901.0,72,5,2867.2
13186.0,40,3,1575.89
17634.0,36,9,2361.9700000000003
15393.0,16,2,231.86
14886.0,253,1,364.8
15235.0,218,12,2247.51
12950.0,2,3,1843.0
15840.0,59,2,355.56
16808.0,99,2,288.42
13874.0,358,1,540.45
16056.0,45,1,664.85
18215.0,89,1,299.34000000000003
12716.0,4,2,1053.49
14869.0,9,2,725.7
14503.0,3,6,3543.26
